Date,Close,High,Low,Open,Volume,ret_1,ret_2,ret_3,ret_4,ret_5,sma_10,sma_20,ma_gap_10,ma_gap_20,range_pct,vol_10,vol_20,vol_chg,vol_sma_20,vol_ratio_20,co_ret,upper_wick,lower_wick
2010-01-04,6.695000171661377,6.83050012588501,6.6570000648498535,6.8125,151998000,,,,,,,,,,0.02591487028925675,,,,,,-0.017247681224018062,0.002688592296263228,0.00567589332893081
2010-01-05,6.734499931335449,6.77400016784668,6.590499877929688,6.671500205993652,177038000,0.0058998892697967875,,,,,,,,,0.027247797429348738,,,0.16473900972381217,,,0.009443112253102855,0.005865355544431282,0.01202766781347366
2010-01-06,6.612500190734863,6.736499786376953,6.582499980926514,6.730000019073486,143576000,-0.018115634693665172,-0.012322625662613107,,,,,,,,0.023289194859490065,,,-0.1890102689818005,,,-0.017459112630849465,0.0009829515487309894,0.004536893601966855
2010-01-07,6.5,6.616000175476074,6.440000057220459,6.600500106811523,220604000,-0.0170132608680289,-0.03482068954286077,-0.02912623848566498,,,,,,,0.02707694127009465,,,0.5364963503649636,,,-0.015226135169335162,0.002384625948392428,0.009230760427621694
2010-01-08,6.676000118255615,6.684000015258789,6.451499938964844,6.527999877929688,196610000,0.027076941270094634,0.009603013336729305,-0.008686586038502364,-0.0028379466644653517,,,,,,0.034826254070632896,,,-0.1087650269260757,,,0.02267160586603199,0.0011983068995607112,0.011458948114104205
2010-01-11,6.515500068664551,6.639999866485596,6.4604997634887695,6.63100004196167,175588000,-0.024041349123433142,0.0023846259483923937,-0.014669205182969214,-0.032519097914293194,-0.02681106772134445,,,,,0.027549704720303596,,,-0.10692233355373582,,,-0.017418183164865493,0.0013812945175473584,0.008441455697360522
2010-01-12,6.367499828338623,6.491000175476074,6.327499866485596,6.44950008392334,181926000,-0.022715100723843973,-0.04621034818040126,-0.020384641794057967,-0.03705109343354329,-0.0544955240535655,,,,,0.0256773165917993,,,0.03609586076497262,,,-0.012714203351840979,0.006517486088972911,0.006281894453299725
2010-01-13,6.45550012588501,6.485499858856201,6.287499904632568,6.394999980926514,214464000,0.013820227706130561,-0.009208800882084645,-0.03302875800850347,-0.006846134479229216,-0.02374292027542546,,,,,0.030671512719781448,,,0.1788529402064576,,,0.009460538723837616,0.004647158606797893,0.016652478382410022
2010-01-14,6.367499828338623,6.519000053405762,6.320000171661377,6.456999778747559,195498000,-0.013631832674516842,0.0,-0.022715100723843973,-0.04621034818040126,-0.020384641794057967,,,,,0.031252436138079466,,,-0.08843442256042977,,,-0.013860918921433747,0.009736988822876802,0.0074597028594878614
2010-01-15,6.35699987411499,6.482500076293945,6.353000164031982,6.459000110626221,307530000,-0.001648991677534517,-0.015258345573421539,-0.001648991677534517,-0.024326635389330553,-0.04778313937837031,6.52810001373291,,-0.026209791403009025,,0.020371230899228487,,,0.5730595709419022,,,-0.01579195460043756,0.0036967069581696713,0.00062918202960711
2010-01-19,6.380499839782715,6.400000095367432,6.21649980545044,6.315499782562256,177852000,0.0036967069581697043,0.0020416194416268407,-0.011618044247503234,0.0020416194416268407,-0.02071985687347344,6.496649980545044,,-0.017878466765202664,,0.028759547766596342,0.01717536353591632,,-0.4216759340552141,,,0.010292147804348093,0.00305622695311922,0.01551602219226557
2010-01-20,6.289000034332275,6.460000038146973,6.254000186920166,6.356500148773193,181494000,-0.014340538789756496,-0.010696844601114863,-0.012328197270926267,-0.025791974023067432,-0.012328197270926267,6.452099990844727,,-0.02527858476215243,,0.032755581189733346,0.01698325642946091,,0.0204777005600163,,,-0.010619069119969345,0.016457288727740996,0.005565248405317497
2010-01-21,6.330999851226807,6.40749979019165,6.25,6.36299991607666,199412000,0.006678298086381096,-0.007758011096132833,-0.004089983231563843,-0.0057322305607881985,-0.019285922427448643,6.423949956893921,,-0.014469307247227852,,0.02487755392398729,0.016939877278999732,,0.09872502672264649,,,-0.005029084594045433,0.0070288856674616965,0.012794164133665345
2010-01-22,6.071499824523926,6.383500099182129,6.038000106811523,6.28000020980835,231378000,-0.040988790522968555,-0.03458422779790016,-0.048428810127407185,-0.04491113028861138,-0.04648606388607135,6.3810999393463135,,-0.04851829900255464,,0.0569052132679089,0.020313700069397436,,0.16030128578019376,,,-0.03320069718449687,0.01704684054436168,0.005517535811677158
2010-01-25,6.015500068664551,6.113999843597412,5.906000137329102,6.105000019073486,240478000,-0.009223380956577043,-0.04983411624960299,-0.043488625246408175,-0.057205513718905476,-0.05372027878134611,6.315049934387207,,-0.047434282996168184,,0.03457729264301825,0.01651297989579588,,0.03932958189629088,,,-0.014660106491288486,0.001496105796890757,0.018202964023863497
2010-01-26,5.973999977111816,6.14900016784668,5.953000068664551,6.027999877929688,191180000,-0.006898859792041745,-0.016058609936590806,-0.05638917746077843,-0.0500874631103263,-0.06370972069246872,6.260899925231934,,-0.045824075060501686,,0.032808855027295615,0.01579517520511134,,-0.20500004158384555,,,-0.008958178817418656,0.020254484496247012,0.0035152173631942695
2010-01-27,6.137499809265137,6.166500091552734,5.940000057220459,6.051499843597412,295306000,0.02736856926343112,0.020280897549332044,0.010870458148516171,-0.030563899306390585,-0.02408971605025978,6.237899923324585,,-0.01609517871295678,,0.03690428372646988,0.018503941488661538,,0.5446490218642117,,,0.014211347251163528,0.004725097057244545,0.01816697186835487
2010-01-28,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000,0.02672098402100187,0.05482086838639866,0.0475438071096812,0.03788191150800557,-0.004659612750374298,6.222499895095825,,0.012695853729760571,,0.0349123657048628,0.02021735306746298,,0.8484622730320412,,,0.01285862327993917,0.00928355016566904,0.012933437344851986
2010-01-29,6.270500183105469,6.59250020980835,6.206999778747559,6.488500118255615,589426000,-0.004919409864532542,0.0216701226840863,0.0496317722011439,0.042390509771455864,0.03277614499431314,6.21279993057251,,0.009287318628919947,,0.06147841795769978,0.019855748527605296,,0.07980771696875766,,,-0.033597893377052775,0.01658561335074043,0.01012684833803187
2010-02-01,5.94350004196167,6.243000030517578,5.690999984741211,6.158999919891357,755488000,-0.05214897242564975,-0.05681184012080631,-0.031608924371876235,-0.005105446144459513,-0.011969084179374812,6.171449947357178,6.349774980545044,-0.03693619932753784,-0.06398257258377699,0.09287457590295195,0.02554542461835351,,0.2817351117867213,268635400.0,2.8123173639810686,-0.034989426973963796,0.014133105078349795,0.04248339453819884
2010-02-02,5.906000137329102,5.948999881744385,5.71999979019165,5.939499855041504,461594000,-0.006309397554944973,-0.058129341381479405,-0.06276278919060119,-0.03771888865667494,-0.011382631409983746,6.123999977111817,6.31032497882843,-0.03559762256653823,-0.0640735370770707,0.03877414260547176,0.025300549224085155,0.021093159599775226,-0.38901213520267697,284115200.0,1.624671964048386,-0.0056401580149829395,0.0016085381784594914,0.031493454590667685
2010-02-03,5.954999923706055,5.980500221252441,5.828000068664551,5.855999946594238,248118000,0.008296611113712604,0.00193486694089251,-0.050315006807505114,-0.0549868965312148,-0.029735216493788075,6.0905999660491945,6.271349978446961,-0.022263823449087866,-0.050443693276267604,0.02560875810943473,0.025621837508624255,0.02117120768652181,-0.46247568209292145,287669200.0,0.8625115236528624,0.016905733950594262,0.004282165889687666,0.004701910711740523
2010-02-04,5.796999931335449,6.016499996185303,5.787000179290772,5.932000160217285,255680000,-0.026532324835409127,-0.018455842102798492,-0.02464879441270562,-0.07551235753820174,-0.08006029116616675,6.037199974060059,6.23057496547699,-0.03978666331356806,-0.06958828624066601,0.039589411697933334,0.02606788175756268,0.021507435595135998,0.0304774341240861,293274400.0,0.8718115184959887,-0.022757961098384558,0.014576476965482978,0.0017249874354187224
2010-02-05,5.869500160217285,5.882500171661377,5.704999923706055,5.794000148773193,220496000,0.01250650849415047,-0.014357643087182348,-0.0061801517546734575,-0.012450556275248381,-0.06395024498501622,6.017000007629394,6.199049973487854,-0.024513851956969146,-0.05316134160556705,0.030241118171934988,0.02406353132979186,0.021747826638916463,-0.13760951188986237,293269000.0,0.7518558047389939,0.013030723076539439,0.0022148413134399753,0.015163169373496353
2010-02-08,5.84149980545044,6.050000190734863,5.828000068664551,5.968999862670898,197804000,-0.004770483687286942,0.007676362712107254,-0.019059633872334003,-0.010921153128829797,-0.01716164478692661,5.999599981307983,6.157324957847595,-0.026351786177430312,-0.05129259127287593,0.0380039595076549,0.023978967965076536,0.020411051666209365,-0.10291343153617294,293328700.0,0.6743424697276469,-0.021360371947371216,0.013866358086391972,0.002311005261575728
