Date,Close+T1X2B1:WB1:Y1,High,Low,Open,Volume,ret_1,ret_2,ret_3,ret_4,ret_5,sma_10,sma_20,ma_gap_10,ma_gap_20,range_pct,vol_10,vol_20,vol_chg,vol_sma_20,vol_ratio_20,co_ret,upper_wick,lower_wick,y_ret_t1
1/27/2010,6.137499809265137,6.166500091552734,5.940000057220459,6.051499843597412,295306000,0.027368569,0.020280898,0.010870458,-0.030563899,-0.024089716,6.237899923324585,,-0.016095179,,0.036904284,0.018503941,,0.5446490218642117,,,0.014211347,0.004725097,0.018166972,0.026720984
1/28/2010,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000,0.026720984,0.054820868,0.047543807,0.037881912,-0.004659613,6.222499895095825,,0.012695854,,0.034912366,0.020217353,,0.8484622730320412,,,0.012858623,0.00928355,0.012933437,-0.00491941
1/29/2010,6.270500183105469,6.59250021,6.206999778747559,6.488500118255615,589426000,-0.00491941,0.021670123,0.049631772,0.04239051,0.032776145,6.212799931,,0.009287319,,0.061478418,0.019855749,,0.079807717,,,-0.033597893,0.016585613,0.010126848,-0.052148972
2/1/2010,5.943500042,6.243000030517578,5.690999984741211,6.158999919891357,755488000,-0.052148972,-0.05681184,-0.031608924,-0.005105446,-0.011969084,6.171449947357178,6.349774980545044,-0.036936199,-0.063982573,0.092874576,0.025545425,,0.2817351117867213,268635400,2.812317363981069,-0.034989427,0.014133105,0.042483395,-0.006309398
2/2/2010,5.906000137329102,5.948999881744385,5.71999979,5.939499855041504,461594000,-0.006309398,-0.058129341,-0.062762789,-0.037718889,-0.011382631,6.123999977111817,6.310324979,-0.035597623,-0.064073537,0.038774143,0.025300549,0.02109316,-0.389012135,284115200,1.624671964048386,-0.005640158,0.001608538,0.031493455,0.008296611
2/3/2010,5.954999923706055,5.980500221252441,5.828000068664551,5.855999946594238,248118000,0.008296611,0.001934867,-0.050315007,-0.054986897,-0.029735216,6.0905999660491945,6.271349978446961,-0.022263823,-0.050443693,0.025608758,0.025621838,0.021171208,-0.462475682,287669200,0.8625115236528624,0.016905734,0.004282166,0.004701911,-0.026532325
2/4/2010,5.796999931335449,6.016499996185303,5.787000179290772,5.932000160217285,255680000,-0.026532325,-0.018455842,-0.024648794,-0.075512358,-0.080060291,6.037199974060059,6.230574965,-0.039786663,-0.069588286,0.039589412,0.026067882,0.021507436,0.030477434,293274400,0.8718115184959887,-0.022757961,0.014576477,0.001724987,0.012506508
2/5/2010,5.869500160217285,5.882500171661377,5.704999923706055,5.794000148773193,220496000,0.012506508,-0.014357643,-0.006180152,-0.012450556,-0.063950245,6.017000007629394,6.199049973487854,-0.024513852,-0.053161342,0.030241118,0.024063531,0.021747827,-0.137609512,293269000,0.7518558047389939,0.013030723,0.002214841,0.015163169,-0.004770484
2/8/2010,5.841499805,6.050000190734863,5.828000068664551,5.968999862670898,197804000,-0.004770484,0.007676363,-0.019059634,-0.010921153,-0.017161645,5.999599981307983,6.157324957847595,-0.026351786,-0.051292591,0.03800396,0.023978968,0.020411052,-0.102913432,293328700,0.6743424697276469,-0.021360372,0.013866358,0.002311005,0.010271406593340027
2/9/2010,5.901500225067139,5.954500198364258,5.849999904632568,5.909999847412109,184460000,0.010271407,0.005451923,0.018026616,-0.008983997,-0.000761922,5.992350006103516,6.126624965667725,-0.01516096,-0.036745311,0.017707412,0.024255555,0.020296708,-0.067460719,293772300,0.6279012691121661,-0.001438176,0.007540515,0.008726649,-0.005676556
2/10/2010,5.868000030517578,5.930500030517578,5.800000190734863,5.900000095367432,124664000,-0.005676556,0.004536545,-0.00025558,0.012247732,-0.014609554,5.965400028,6.101649975776672,-0.016327488,-0.038292912,0.022239236,0.022126102,0.019855233,-0.324167841,290909200,0.4285323393003727,-0.00542374,0.005197671,0.011588248,0.023261738417602817
2/11/2010,6.004499912261963,6.020999908447266,5.824999809265137,5.860499858856201,166870000,0.023261738,0.017453136,0.027903811,0.023000213,0.035794374,5.935700035095215,6.079099965,0.011590862,-0.012271562,0.032642202,0.021608985,0.020403066,0.3385580440223321,288529500,0.5783464082528823,0.024571292,0.002747938,0.005912241,-0.003580666
2/12/2010,5.982999801635742,5.997000217437744,5.875,5.949500084,161470000,-0.003580666,0.01959778,0.013809976,0.02422323,0.01933719,5.906949996948242,6.059874963760376,0.012874632,-0.012685932,0.020391145,0.021610948,0.020261446,-0.03236052,286828100,0.5629504222215327,0.005630678,0.002340033,0.012451962,-0.01780038
2/16/2010,5.876500129699707,6.025000095367432,5.859000205993652,6.002999782562256,178654000,-0.01780038,-0.021317309,0.001448551,-0.004236227,0.005991667,5.900250005722046,6.035849976539612,-0.004025232,-0.026400565,0.028248087,0.014868336,0.020528577,0.1064222456183812,280384300,0.6371754766582866,-0.02107274,0.003743778,0.00297795,-0.010380387
2/17/2010,5.815499782562256,5.856500148773193,5.777500152587891,5.853499889373779,178896000,-0.010380387,-0.027995993,-0.031476415,-0.008946872,-0.014572641,5.891199970245362,6.007599973678589,-0.012849706,-0.031976195,0.013584386,0.015083029,0.020502231,0.001354574,280436500,0.6379198142895094,-0.006491861,0.000515907,0.006534199,0.015217956529471666
2/18/2010,5.903999805,5.925499916,5.741000175476074,5.791999816894531,196002000,0.015217957,0.004679601,-0.013204078,-0.016737465,0.006134931,5.886099958,5.988349962234497,0.003041037,-0.014085709,0.031249957,0.01572465,0.020812736,0.095619801,281161900,0.6971143672026686,0.019337015,0.003641618,0.008638151,-0.004742527
2/19/2010,5.875999927520752,5.954500198364258,5.849999904632568,5.895500183105469,142312000,-0.004742527,0.010403258,-8.51E-05,-0.017883984,-0.021400614,5.893999958,5.9655999660491945,-0.003053958,-0.015019451,0.017784257,0.013034317,0.020691115,-0.273925776,278306900,0.511349162,-0.003307651,0.010040847,0.004424783,0.004169485
2/22/2010,5.9004998207092285,5.948500156402588,5.809000015258789,5.868500232696533,136146000,0.004169485,-0.000592816,0.014616119,0.004084011,-0.013789066,5.897099924087525,5.957049966,0.000576537,-0.009492978,0.023642089,0.012502964,0.018760616,-0.043327337,273545300,0.4977091545714732,0.005452771,0.008134961,0.010083928,-0.006524843
2/23/2010,5.861999988555908,5.962500095367432,5.825500011444092,5.9004998207092285,141364000,-0.006524843,-0.002382563,-0.00711379,0.007995909,-0.002467479,5.899149942398071,5.949374961853027,-0.00629751,-0.014686412,0.023370878,0.012598588,0.018709953,0.038326502,268589600,0.5263197085814194,-0.006524843,0.010576642,0.00622654,0.021153202443078722
2/24/2010,5.986000061035156,5.989999771118164,5.857500076293945,5.8979997634887695,147798000,0.021153202,0.014490339,0.018720241,0.013888933,0.02931825,5.907599925994873,5.9499749660491945,0.013271064,0.006054663,0.02213493,0.013942185,0.019296495,0.045513709,266420500,0.5547546078473691,0.014920363,0.000668177,0.006765735,-0.012696327
2/25/2010,5.909999847412109,5.916999816894531,5.792500019073486,5.9085001945495605,190668000,-0.012696327,0.008188308,0.001610038,0.005786236,0.001016267,5.911799907684326,5.938599967956543,-0.000304486,-0.00481597,0.021065956,0.014509392,0.018394788,0.2900580522063898,261188600,0.7300012328256287,0.000253813,0.001184428,0.01962778,0.001692086
2/26/2010,5.920000076293945,5.971499919891357,5.849999904632568,5.894000053405762,114432000,0.001692086,-0.011025724,0.009894249,0.003304848,0.007488113,5.903349924087524,5.91952498,0.002820458,8.025926137882474e-05,0.020523651,0.012223731,0.017168232,-0.399836365,239617100,0.4775619102309476,0.00441127,0.008699298,0.007432457,0.051858135
3/1/2010,6.227000236511231,6.232999801635742,5.876500129699707,5.934999942779541,265930000,0.051858135,0.053637969,0.040260637,0.062265481,0.055334366,5.927749967575073,5.9173499822616575,0.050482944,0.052329211,0.057250628,0.020718955,0.021078798,1.3239128914988814,223442300,1.190150656343942,0.049199713,0.000963476,0.009394542,0.007949251
3/2/2010,6.276500225067139,6.367499828338623,6.239999771118164,6.250500202178955,241950000,0.007949251,0.060219619,0.062013602,0.04852993,0.070709696,5.967749977111817,5.933999991416931,0.051736458,0.057718273,0.020313878,0.019228127,0.017200865,-0.090174106,197765400,1.2234192634303067,0.004159671,0.014498463,0.001672975,0.002867784
3/3/2010,6.294499874,6.3470001220703125,6.221499919891357,6.269999980926514,128808000,0.002867784,0.010839832,0.0632601,0.065059228,0.051536888,6.015649986,5.953424978256225,0.046354075,0.057290534,0.019938074,0.018351622,0.017065026,-0.467625542,181126100,0.7111509605738764,0.003907479,0.008340654,0.007705149,0.020970684267585415
3/4/2010,6.426499843597412,6.442500114440918,6.278500080108643,6.298999786376953,150194000,0.020970684,0.023898608,0.032037835,0.085557392,0.087394249,6.067899990081787,5.976999974250793,0.059097852,0.075204931,0.02551934,0.018686841,0.017489333,0.1660300602447053,176229900,0.8522617331111236,0.020241318,0.002489733,0.003189871,0.002956517
3/5/2010,6.445499897003174,6.472499847412109,6.353499889373779,6.456500053405762,135386000,0.002956517,0.023989201,0.026925781,0.035089072,0.08876686,6.1248499870300295,6.009424973,0.052352288,0.072565167,0.018462487,0.018225768,0.015959428,-0.098592487,170215200,0.7953813760463225,-0.001703734,0.00248232,0.014273526,0.009308811
3/8/2010,6.505499839782715,6.542500019073486,6.385499954223633,6.414999961853027,112118000,0.009308811,0.01229285,0.033521323,0.03648524,0.044724521,6.185349988937378,6.041224956512451,0.051759375,0.076851117,0.024133436,0.018132871,0.015900767,-0.171864151,164796300,0.6803429445928094,0.014107541,0.005687523,0.004534626,-0.009914666
3/9/2010,6.440999984741211,6.540500164031982,6.398499965667725,6.479499816894531,121416000,-0.009914666,-0.000698148,0.002256305,0.023274305,0.026208835,6.243249988555908,6.071199965,0.031674208,0.060910532,0.022046297,0.018503059,0.016112021,0.082930484,160976900,0.754244864,-0.005941791,0.009470633,0.006598357,0.013119055452289752
3/10/2010,6.5254998207092285,6.558499813079834,6.423999786376953,6.455500126,112514000,0.013119055,0.003074319,0.012411749,0.015404961,0.036698697,6.297199964523315,6.102399945259094,0.036254186,0.069333357,0.020611452,0.018116766,0.016173354,-0.073318179,157379600,0.7149211206535028,0.010843419,0.005057083,0.004827268,0.023523114600585426
3/11/2010,6.678999900817871,6.681000232696533,6.518000126,6.522500038146973,144816000,0.023523115,0.036950771,0.026669751,0.036226826,0.039290448,6.374099969863892,6.142949938774109,0.047834193,0.087262629,0.024404867,0.01692021,0.01645902,0.2870931617398724,158387200,0.9143163083885566,0.023993846,0.000299496,0.00067374,-0.013175598
3/12/2010,6.591000080108643,6.710000038146973,6.559000015258789,6.710000038146973,123016000,-0.013175598,0.010037585,0.023288324,0.013142763,0.022573918,6.4411999702453615,6.172274947166443,0.023256553,0.067839676,0.022910032,0.018544158,0.016536485,-0.150535852,156194500,0.7875821491793885,-0.017734718,0,0.004855115,-0.005234429
3/15/2010,6.556499958,6.599999904632568,6.431499958,6.585000038146973,126584000,-0.005234429,-0.018341061,0.004750615,0.017931994,0.007839539,6.474149942398071,6.200949954986572,0.012719819,0.057337989,0.025699679,0.012279409,0.016584653,0.029004357,154450200,0.8195780905431006,-0.00432803,0.002287786,0.01906505,0.005033172
3/16/2010,6.589499950408936,6.614500045776367,6.525000095367432,6.561999797821045,82650000,0.005033172,-0.000227603,-0.013400202,0.009807698,0.023055421,6.505449914932251,6.236599946022034,0.012919942,0.05658532,0.013582207,0.012242413,0.01571626,-0.34707388,149650000,0.5522886735716672,0.004190819,0.003793929,0.005614948,-0.003414529
3/17/2010,6.566999912261963,6.634500026702881,6.560999870300293,6.620500087738037,87176000,-0.003414529,0.001601457,-0.003641355,-0.016768976,0.00635968,6.532699918746948,6.274174952507019,0.005250508,0.046671469,0.011192349,0.012518945,0.015411702,0.054761041,145064000,0.6009485468482877,-0.008080987,0.002131862,0.000913666,0.010811649174771176
3/18/2010,6.638000011444092,6.642499923706055,6.521999835968018,6.551000118255615,100426000,0.010811649,0.007360204,0.012430421,0.007130926,-0.006138627,6.553849935531616,6.310874962806702,0.012839793,0.051835134,0.018153071,0.011377536,0.015307231,0.1519913737725979,140285200,0.7158702414795003,0.013280399,0.000677902,0.004368828,-0.018153071
3/19/2010,6.517499923706055,6.685500144958496,6.482999801635742,6.685500144958496,178100000,-0.018153071,-0.007537687,-0.010926478,-0.005948301,-0.011151594,6.561049938201904,6.342949962615966,-0.006637659,0.027518735,0.031070249,0.013252442,0.016076303,0.7734451237727282,142074600,1.2535667881521395,-0.025129043,0,0.00529346,0.000920605
3/22/2010,6.523499965667725,6.547999858856201,6.432000160217285,6.510000228881836,107668000,0.000920605,-0.017249178,-0.006624021,-0.010015932,-0.005033172,6.5628499507904055,6.374099969863892,-0.005995868,0.023438603,0.017781819,0.012943347,0.016104876,-0.395463223,140650700,0.7654992118773671,0.002073692,0.003755636,0.011956782,-0.009274185
3/23/2010,6.4629998207092285,6.546999931335449,6.403500080108643,6.544499874,84262000,-0.009274185,-0.008362118,-0.026363391,-0.015836774,-0.019197228,6.565049934387207,6.404149961471558,-0.015544454,0.009189332,0.022203289,0.01288837,0.016221111,-0.217390497,137795600,0.6114999317830178,-0.012453213,0.000386826,0.009206211,-0.009438322
3/24/2010,6.401999950408936,6.46999979,6.360000133514404,6.432000160217285,93928000,-0.009438322,-0.018624974,-0.017721515,-0.035552887,-0.025125623,6.552699947357178,6.424949955940247,-0.022998153,-0.003572013,0.017182077,0.012382013,0.016060794,0.1147136312928722,135102100,0.6952371576755654,-0.004664212,0.005935587,0.006560421,0.052249271877399917
3/25/2010,6.736499786376953,6.8454999923706055,6.401999950408936,6.456999778747559,324192000,0.052249272,0.042317805,0.032651157,0.033601821,0.014838773,6.558449935913086,6.466274952888488,0.02714816,0.041789877,0.065835383,0.019943475,0.018926718,2.451494762,141778300,2.2866122671805207,0.043286359,0.01618054,0.008164452,0.002449343
3/26/2010,6.752999782562256,6.849500179290772,6.688000202178955,6.744999885559082,131314000,0.002449343,0.054826591,0.044870798,0.035180473,0.036133466,6.574649906158447,6.507924938201905,0.027126901,0.037657909,0.023915294,0.019308619,0.018916858,-0.594949906,142622400,0.9207109121708792,0.001186049,0.014290004,0.008440646,0.000444285
3/29/2010,6.756000042,6.831500053405762,6.716499805,6.768499851226807,92538000,0.000444285,0.002894716,0.055295235,0.045335019,0.035640389,6.594599914550781,6.534374928474426,0.02447459,0.033916804,0.017021943,0.0191355,0.01568451,-0.2952922,133952800,0.690825425,-0.001846762,0.009325074,0.00584669,0.010805203340767955
3/30/2010,6.828999996185303,6.9095001220703125,6.768000126,6.787000179290772,123854000,0.010805203,0.011254289,0.013731198,0.066697915,0.056630077,6.618549919128418,6.561999917030335,0.031797007,0.040688827,0.020720456,0.019284658,0.015733367,0.3384123279085349,128048000,0.9672466575034362,0.006188274,0.011787982,0.00278226,-0.005930614
3/31/2010,6.788499832,6.840000152587891,6.723999977111816,6.800000190734863,92012000,-0.005930614,0.004810508,0.00525693,0.007719149,0.060371741,6.6406999111175535,6.586699914932251,0.022256678,0.030637485,0.017087748,0.019404418,0.015898913,-0.257093029,126208200,0.7290493010755245,-0.001691229,0.005892312,0.009501341,-0.029166968
4/1/2010,6.590499877929688,6.825500011444092,6.559000015258789,6.789999961853027,175716000,-0.029166968,-0.034924604,-0.024496768,-0.024063366,-0.021672963,6.635949897766113,6.594899916648865,-0.00684906,-0.000667188,0.040436993,0.021709441,0.016981945,0.909707429,127484300,1.3783344302004248,-0.029381456,0.005386549,0.004779586,-0.002427706
4/5/2010,6.574500084,6.686999797821045,6.539000034332275,6.642499923706055,116330000,-0.002427706,-0.031523864,-0.037267523,-0.026865003,-0.026432653,6.641649913787842,6.601349925994873,-0.010110414,-0.004067326,0.022511181,0.020841603,0.016998572,-0.337965808,126531500,0.9193758076052208,-0.010237086,0.006768556,0.005399658,0.030952892449414904
4/6/2010,6.777999877929688,6.800000190734863,6.559000015258789,6.561500072479248,159006000,0.030952892,0.028450042,-0.001546727,-0.007468168,0.00325634,6.667099905014038,6.614974927902222,0.016633915,0.024644833,0.035556238,0.022882642,0.018193851,0.3668529184217313,128875900,1.2337915777891757,0.032995474,0.003245841,0.000368849,-0.005089945
4/7/2010,6.743500232696533,6.803999900817871,6.692999839782715,6.797999858856201,118908000,-0.005089945,0.025705399,0.023215288,-0.006628799,-0.0125201,6.695149946212768,6.630099940299988,0.007221688,0.017103859,0.016460304,0.022648657,0.018056106,-0.252179163,128750500,0.923553695,-0.008017009,0.000889752,0.007488751,0.045154536
4/8/2010,7.047999858856201,7.0625,6.735499858856201,6.735499858856201,253782000,0.045154536,0.039834757,0.072020651,0.0694181,0.038226417,6.759749937057495,6.656224942207336,0.042642098,0.058858425,0.046396162,0.025339467,0.020330119,1.1342718740538902,135813900,1.868601078387411,0.046395963,0.002057341,0,-0.006384801
4/9/2010,7.002999782562256,7.066500186920166,6.953499794006348,7.035999774932861,120222000,-0.006384801,0.038481433,0.033195619,0.065176012,0.062590078,6.786399936676025,6.672424936294556,0.031916752,0.049543434,0.016135998,0.020848392,0.019918301,-0.526278459,134584200,0.8932846500555043,-0.004690164,0.004355335,0.007068398,0.008139392
4/12/2010,7.059999942779541,7.145500183105469,6.984000205993652,7,108906000,0.008139392,0.001702623,0.04693404,0.041605204,0.073845897,6.817099952697754,6.695874929428101,0.035630986,0.054380498,0.022875351,0.020876552,0.019599929,-0.094125867,133878700,0.8134677136841036,0.00857142,0.012110516,0.00226626,-0.007365446
4/13/2010,7.007999897003174,7.098999977111816,6.955999851226807,7.061500072479248,95710000,-0.007365446,0.000713996,-0.005675364,0.039222904,0.033933317,6.842299938201904,6.718449926376342,0.024216997,0.043097734,0.020405269,0.021194999,0.019656322,-0.121168714,132335000,0.7232402614576643,-0.007576319,0.005351014,0.007420098,0.029395024
4/14/2010,7.214000225067139,7.224999904632568,6.960000038146973,7.017000198364258,158006000,0.029395024,0.021813071,0.030130008,0.023552833,0.069770887,6.880799961090088,6.749674940109253,0.04842464,0.068792244,0.036734108,0.022637171,0.020492372,0.6508828753526277,136102800,1.1609312960497506,0.028074679,0.001524768,0.007901325,0.010673643180531434
4/15/2010,7.290999889373779,7.354499816894531,7.199999809265137,7.227499961853027,156592000,0.010673643,0.04038242,0.032719539,0.041125249,0.034477871,6.931049966812134,6.785874938964843,0.051932957,0.074437704,0.02119051,0.022293376,0.020439604,-0.008949027,139573600,1.1219313681097285,0.008785877,0.008709358,0.003771794,-0.025030845
4/16/2010,7.108500003814697,7.358500003814697,7.072500228881836,7.243999958,167936000,-0.025030845,-0.014624372,0.014340769,0.006869697,0.015065004,6.982849979400635,6.809399938583374,0.017994089,0.043924585,0.040233492,0.021566322,0.021488097,0.072443037,142949100,1.174795783953869,-0.018705129,0.016107483,0.005064328,0.001828798
4/19/2010,7.121500015258789,7.183499813079834,6.956500053405762,7.117499828338623,120440000,0.001828798,-0.023247823,-0.012822319,0.016195793,0.008711058,7.037549973,6.839599943,0.011928873,0.041215871,0.031875273,0.021383221,0.020877036,-0.282822027,140066100,0.8598797282140361,0.000562021,0.008706003,0.022607565,0.012427160387356695
4/20/2010,7.210000038146973,7.231999874,7.105000019073486,7.191500186920166,86234000,0.01242716,0.014278685,-0.011109567,-0.000554503,0.028824221,7.080749988555908,6.873924946784973,0.018253723,0.048891295,0.017614404,0.019950066,0.020927479,-0.284008635,138994400,0.6204134842842589,0.002572461,0.003051295,0.011997249,0.015464602744386324
4/21/2010,7.321499824523926,7.449999809265137,7.176000118255615,7.258500099182129,147488000,0.015464603,0.028083944,0.029964102,0.004183231,0.014901524,7.138549947738648,6.916849946975708,0.025628437,0.058502047,0.037423984,0.019694849,0.020756067,0.7103230744254005,142155700,1.037510279222008,0.008679441,0.017551047,0.01126818,0.024994890681423465
4/22/2010,7.504499912261963,7.554500102996826,7.294000148773193,7.350500106811523,303316000,0.024994891,0.040846029,0.05378079,0.055707942,0.029282681,7.184199953079224,6.971974945068359,0.044583943,0.076380792,0.0347125,0.016248264,0.02079619,1.056546973313083,152625100,1.987327117,0.020950929,0.006662695,0.007528811,-0.043040837
4/23/2010,7.181499958,7.454500198364258,7.120999813079834,7.269000053405762,379504000,-0.043040837,-0.019121747,-0.003952854,0.008425183,0.010269389,7.202049970626831,6.994224953651428,-0.002853356,0.026775662,0.04643882,0.02241943,0.021081855,0.2511835841168945,155390700,2.4422568403385787,-0.012037432,0.025830279,0.008424444,0.024228958
4/26/2010,7.355500221252441,7.386499881744385,7.144999980926514,7.159999847412109,186366000,0.024228958,-0.019854713,0.004643911,0.02018033,0.032858275,7.231599998474121,7.024349975585937,0.017133169,0.047143187,0.03283256,0.023404971,0.021585856,-0.508922172,158143300,1.1784628245395157,0.027304522,0.004214487,0.002039272,-0.034600011
4/27/2010,7.100999832,7.322000026702881,7.055500030517578,7.277500152587891,172780000,-0.034600011,-0.011209375,-0.053767751,-0.030116779,-0.01511792,7.240899991989136,7.041599965,-0.019320825,0.008435564,0.037529926,0.026323262,0.023287951,-0.072899563,162155400,1.0655210988964907,-0.024252878,0.006266705,0.00640752,-0.018800116
4/28/2010,6.96750021,7.137499809265137,6.934500217437744,7.129499912261963,184706000,-0.018800116,-0.052749643,-0.029798754,-0.071557027,-0.048350696,7.216249990463257,7.048524975776672,-0.034470782,-0.01149528,0.029135211,0.025057361,0.023686577,0.069024193,165198000,1.118088596714246,-0.02272245,0.001148173,0.004736274,0.017079290198055652
4/29/2010,7.086500168,7.122499942779541,6.989500045776367,7.004499912261963,126284000,0.01707929,-0.002041919,-0.036571279,-0.013228405,-0.05569988,7.195800018310547,7.063424993,-0.015189395,0.003266854,0.018768065,0.025528466,0.023876419,-0.316297251,166911600,0.7565921122318641,0.011706797,0.00508005,0.002116682,-0.032667769
4/30/2010,6.855000019073486,7.070000171661377,6.8454999923706055,7.070000171661377,122270000,-0.032667769,-0.016146421,-0.034642983,-0.068044346,-0.045464031,7.170450019836426,7.07665,-0.043993055,-0.031321315,0.032749844,0.026376045,0.024131655,-0.031785499,164239300,0.7444625007534738,-0.030410205,0,0.001385854,0.002844607
5/3/2010,6.874499797821045,6.9720001220703125,6.805500030517578,6.860000133514404,113092000,0.002844607,-0.029916089,-0.013347744,-0.031896922,-0.065393299,7.145749998092652,7.091649985313415,-0.037959654,-0.030620545,0.024219957,0.026399974,0.024106689,-0.075063384,164077400,0.6892600687236633,0.002113654,0.014182897,0.007927865,-0.055713129
5/4/2010,6.491499900817871,6.790500164031982,6.419000148773193,6.781000137329102,253356000,-0.055713129,-0.053027005,-0.0839625,-0.068317229,-0.085832974,7.073899984359741,7.077324986457825,-0.082330834,-0.082774931,0.057228687,0.03040613,0.026404681,1.2402645633643403,168794900,1.500969519813691,-0.042692852,0.001463456,0.011168413,0.008472665
5/5/2010,6.546500205993652,6.580500126,6.377500057220459,6.400000095367432,189162000,0.008472665,-0.047712503,-0.04500362,-0.07620122,-0.060423393,6.996400022506714,7.067474985122681,-0.064304473,-0.073714414,0.031008946,0.0298299,0.026490385,-0.253374698,172307600,1.097815766687018,0.022890642,0.005193603,0.003436957,-0.016955634
5/6/2010,6.435500144958496,6.616499900817871,6.03000021,6.5,203780000,-0.016955634,-0.008626628,-0.063859141,-0.061196189,-0.091864814,6.889500045776368,7.036849999427796,-0.065897365,-0.085457251,0.09113506,0.027071386,0.024329448,0.077277677,169807500,1.2000647792353103,-0.009923055,0.018102696,0.063009856,-0.028979888
5/7/2010,6.249000072479248,6.559000015258789,6.188000202178955,6.398499965667725,238552000,-0.028979888,-0.045444149,-0.037356517,-0.090988398,-0.088402618,6.796250057220459,6.999150013923645,-0.080522344,-0.107177292,0.059369469,0.025782708,0.024950457,0.1706349985278241,175724000,1.357537957251144,-0.023364835,0.025684117,0.009761541,0.050488043
